address,id,balance
bitcoinaddress_FD7D404EEA09185BB757C1C5EAC60F21BCBAEAD2,699074957,1902165767320263
bitcoinaddress_6D66284CD168776D60D0A98F25B147589BD9ED36,464423578,1882136482000000
bitcoinaddress_AEADDDC0F529E53EC44EE1DC29B95A8D22225AE0,343926388,1708817179173095
bitcoinaddress_C4532CAA2A53FC130ED8707A368544FAEF1A10E7,443042094,1701825441856910
bitcoinaddress_7175E12E4BC10F92B7BFF3DA7A8E6461D8C5B59C,409345005,1697507755188098
bitcoinaddress_653CCCC28CF6A844F63E08C41D615EDF1DDDDE5B,647382676,1697243822794586
bitcoinaddress_09606D564136B44C527C4D142FF5F1F2D0FA1D02,9084266,1694666817639044
bitcoinaddress_717D5A1DD83688FBBDBEA274CF9E0B6ED4A818F7,303558839,1694426758852106
bitcoinaddress_481BF58F16329FC9CEA88292A6345879043C548A,360354698,1694346543483771
bitcoinaddress_38FADFAD81033E860F8D137D0B15EC7D3A5CBD2D,513374633,1694252202225074
bitcoinaddress_9602DD69C163D2EDBD87718C6262D2590CC13F9C,516804457,1694249951825433
bitcoinaddress_02C6D9BA9D28FF30EFF27DA686F1358695F2E3C3,682938386,1694145058421951
bitcoinaddress_5549D60F7BDCD3B7EB920A1B10A60A4A57627C26,824366420,1694048840236666
bitcoinaddress_8AD761BB1AFD4E19BBBC9B96EFC25F44E26ADF02,544996393,1694030291100946
bitcoinaddress_40306CB7E30C12B282DCBC14CC4D492B10328982,599950704,1693964826195715
bitcoinaddress_FDADB49C92AFEB20DC0A65D587D679A13879BA90,350964498,1693956574267123
bitcoinaddress_8644F5A84A9F8233E5E51F89622A9132ACFC7DA7,289337501,1693941175079094
bitcoinaddress_308AE78BDAC28C78C740AECC7D4FC412DC6DD543,655635068,1693931715542584
bitcoinaddress_D066DC879BE85063DFC7A875A3597BDFB75E9F50,838981795,1693895233532604
bitcoinaddress_9B3D3CBEDC96B79CD20FFA606A4FE47D3369DF35,215901161,1693838441151294
bitcoinaddress_89869A2148BDFEAF323976F6B8279EA3B1DB0DC7,866423376,1693829769209560
bitcoinaddress_31EB672C4FCC12C6A74B7B7F2615DA395CDEAF7A,202697193,1693828341104948
bitcoinaddress_A2C976C31D008AB5308160D2A03343B39AE37168,198458345,1693815744261581
bitcoinaddress_4AD4DC18BFF4203724016A0475F86277B7D219DF,499694357,1693811232437114
bitcoinaddress_02BE6AE21235137684542949F7377DCEC71977C3,291312680,1693788719194454
bitcoinaddress_2922040E06D3BCA08537BC71C26C444E2B2A2FC5,14117050,1693608592405246
bitcoinaddress_D2C859E0DDA409BB7BC1D8AC5C17A06DA3B45611,149902504,1693544802138214
bitcoinaddress_1C46CCA1909779A1CB4E9F65C79FE2FA7A5F3A62,788930951,1693457754640662
bitcoinaddress_4F0E32FDFF12D34C2D15D6592B35CCA7755F9C10,512304347,1693304836802722
bitcoinaddress_A7832EEE61E88310C1F509139D6688D591AED355,194938981,1693274356162298
bitcoinaddress_287B0E557C231CE0E407E0C4A8C43F5C7357509F,354085308,1692958184468114
bitcoinaddress_64FA2B4D93FD0A39562A655E01C79503DC8114ED,582860468,1691958626053094
bitcoinaddress_19984A77D7212E5725FEEB5139EE37FF364FAB6B,304712154,1691066940908606
bitcoinaddress_A9905F1327F807EA0111913239DD195B1C4EA537,256035707,1689428324852926
bitcoinaddress_CA18229A3B876DFC15F031885A0833D3130EE8CD,215343008,1687576237408105
bitcoinaddress_1351A37164BDA771118E2959D0E701E372B7B95A,508343696,1684734737251612
bitcoinaddress_27CD838FCCF3ABE7BF55353B35FEF074517F3748,626317566,1672917430737616
bitcoinaddress_CBE8181A8B9188DE8ED0214E9C37C0B1A2F61DE8,444775472,1648480584643879
bitcoinaddress_60404FFAF9ED16DD64AF224FC27902254BE5E7CD,123111887,1634689400488333
bitcoinaddress_9040F22B22C806C71767E7AEA76B32B437B1F7F4,506344939,1631000001022427
bitcoinaddress_D95EFBFE8D5E279BD64CDDECC4121D0089B8CC88,826265287,1585797824928321
bitcoinaddress_EF6A87DFA8FE02E20F61D386D48427E94E645E3B,37771717,1527631995000000
bitcoinaddress_7658120A930B72A5D84E34E6B1075B63AF11C027,706614222,1527372467085639
bitcoinaddress_337572005210C09829ACEC1ADA20DC0EC67F11A2,788102517,1526470244913430
bitcoinaddress_DB3CF094815F1953E1E90F8224CB760FE42BF82C,30695514,1525382017786309
bitcoinaddress_DE2BE2D0071B124B3DC9B9228FCDD07BB07415D7,380291054,1476058375610227
bitcoinaddress_B50D8F8F24C4E3F5637802DB160C9BDAD24B1B6A,219129970,1463630137442328
bitcoinaddress_DA44CCC5892546FE4CD27E3996860150168E37ED,416623979,1407550291954783
bitcoinaddress_F1EDBB36D1E7DBE53E265021ECB54DD7F9A348EE,38490794,1403000000000000
bitcoinaddress_21078F4B21CC889596529F04F6DC3D676E5B0E1B,421482652,1394999065000000
bitcoinaddress_BC3DF75B78B73773CD8FD550379B90BB5BE2E6C8,772956808,1388358877233052
bitcoinaddress_F961256F80EA2EA86D92F3C4DBDF0EF234B5217D,562434121,1385000935000000
bitcoinaddress_7E23EEC7D86E45CDF3F89AAD1061149CEBD66C51,785161796,1347965829425449
bitcoinaddress_A76919169EBF4FC89667F1308A4C99E6C227A95D,613698808,1209773868157903
bitcoinaddress_37C716564A2CBDD7EC695F66E1EC6514A91FEFB1,132011571,1194500000000000
bitcoinaddress_1246F2887A49D5B64F13E94479DE68F3F99C79CB,637979369,1190500000000000
bitcoinaddress_9B8DCD82AFB9184A6D8264E5313A24F840B94142,610187026,1190326566166710
bitcoinaddress_B483AC1A4BEA4E9149AA177FC71DDE15AE5ADB83,75940277,1160002000000000
bitcoinpubkey_410431D9DD452B73CF3B85F9955C0902F994B0D3DC3350EF6DA4A83A7747045D44002C0B20C3622D62AFFA44393038F9409E388C675D2E1118E65D30027A57170EF1,637846331,1137000000000000
bitcoinaddress_04591DCB94825AC55FBF2E0CA4D3A47020722A1F,473707744,1096786987660340
bitcoinaddress_84CC62A295B792D8EEE8F5D2A2287B8858241FC0,522415322,979054500000000
bitcoinaddress_B62C3B2A174AA117767EBC29B34280097E0491EB,565844252,974399999950000
bitcoinaddress_B6291D763F27D4E275E8F9909061517D0D403889,453179487,955200000000000
bitcoinaddress_7FB6BFFF55522F94CB09858171444FC863EF4611,618884099,928716574533920
bitcoinaddress_EB414DF63C50CE134A44E3004BB386DD6755A6D1,130092415,928666574889810
bitcoinaddress_E88F5579C158FCCE672DE82B2953748F42ABCF7D,207843658,915084044826740
bitcoinaddress_713DCA5BF586102D483FEEAB921D98950B1A0128,544109956,915084044825630
bitcoinaddress_6D630A1DD92EA410EF8329CCF2A6AAF70717B71F,393574514,915084044825630
bitcoinaddress_C0BB85C6BA4675E3057EF4290B48B5BB2FC42470,610686386,915084044825630
bitcoinaddress_67CEC2520FD4A12F815F6B69601A30BA95E4E1D8,482040056,899787669255207
bitcoinaddress_64180C7065C9072B3BE092D5F4E0286BE4B134E6,641900162,895468500000000
bitcoinaddress_9D4947565243657D0E7780AEC68198A13FC315C6,621141063,870591427177000
bitcoinaddress_15F3337BAE273BB01B80E44512564D9260EBFBE4,854402008,861306269206286
